name,first,last,initials,pos,tags
walter mischel,wltr,mschl,wm,PN,famous
walter mondale,wltr,mndl,wm,PN,famous
walter mosley,wltr,msl,wm,PN,famous
waltraud meier,wltrd,mr,wm,PN,famous
wendy melvoin,wnd,mlvn,wm,PN,famous
wes montgomery,ws,mntgmr,wm,PN,famous
willey mays,wl,ms,wm,PN,famous
willie mays,wl,ms,wm,PN,famous
wonder man,wndr,mn,wm,PN,famous
willie nelson,wl,nlsn,wn,PN,famous
willie nile,wl,nl,wn,PN,famous
wendy penney,wnd,pn,wp,PN,famous
william powell,wlm,pwl,wp,PN,famous
william prescott,wlm,prsct,wp,PN,famous
wolfgang pauli,wlfgng,pl,wp,PN,famous
wacky races,wck,rcs,wr,PN,famous
walfredo reyes jr.,wlfrd,jr.,check,PN,famous
walfredo reyes sr.,wlfrd,sr.,check,PN,famous
"walheim, rex j.", rx j.,wlhm,w,PN,famous
walther rathenau,wlthr,rthn,wr,PN,famous
warren rudman,wrn,rdmn,wr,PN,famous
wayne rooney,wn,rn,wr,PN,famous
will rahmer,rhmr,,,PN,famous
william rosenberg,wlm,rsnbrg,wr,PN,famous
winona ryder,wn,rdr,wr,PN,famous
wynona ryder,wn,rdr,wr,PN,famous
wallace shawn,wlc,shwn,ws,PN,famous
warren smith,wrn,smth,ws,PN,famous
wesley snipes,wsl,snps,ws,PN,famous
wilhelm steinitz,wlhlm,stntz,ws,PN,famous
will self,slf,,,PN,famous
will smith,smth,,,PN,famous
william s. burroughs,wlm,brghs,check,PN,famous
william s. paley,wlm,pl,check,PN,famous
william safire,wlm,sfr,ws,PN,famous
william schuman,wlm,schmn,ws,PN,famous
william shakespeare,wlm,shkspr,ws,PN,famous
william shatner,wlm,shtnr,ws,PN,famous
william shawn,wlm,shwn,ws,PN,famous
william steig,wlm,stg,ws,PN,famous
william stein,wlm,stn,ws,PN,famous
"williams, sunita l.", snt l.,wlms,w,PN,famous
"wilson, stephanie d.", stphn d.,wlsn,w,PN,famous
wladyslaw szpilman,wldslw,szplmn,ws,PN,famous
willie the lion smith,wl,smth,check,PN,famous
willo the wisp,wl,wsp,ww,PN,famous
winnie the pooh,wn,ph,wp,PN,famous
wikus van de merwe,wks,mrw,check,PN,famous
wolfgang van halen,wlfgng,hln,check,PN,famous
waddy wachtel,wd,wchtl,ww,PN,famous
wally west,wl,wst,ww,PN,famous
walt weiss,wlt,ws,ww,PN,famous
walt whitman,wlt,whtmn,ww,PN,famous
walter white,wltr,wht,ww,PN,famous
walter winchell,wltr,wnchl,ww,PN,famous
wayne williams,wn,wlms,ww,PN,famous
wendy wasserstein,wnd,wsrstn,ww,PN,famous
wilbur wright,wlbr,wrght,ww,PN,famous
william wordsworth,wlm,wrdswrth,ww,PN,famous
william wyler,wlm,wlr,ww,PN,famous
willie weeks,wl,wks,ww,PN,famous
wim wenders,wm,wndrs,ww,PN,famous
wonder woman,wndr,wmn,ww,PN,famous
woody woodpecker,wd,wdpckr,ww,PN,famous
warren zevon,wrn,zvn,wz,PN,famous
xellos,xls,,,PN,famous
xiahou dun,xh,dn,xd,PN,famous
yaddle,dl,,,PN,famous
yoav,v,,,PN,famous
yoda,d,,,PN,famous
yvonne,vn,,,PN,famous
ya'acov al-kirkisani,'cv,l-krksn,ya,PN,famous
yaakov agam,kv,gm,ya,PN,famous
yasser arafat,sr,rft,ya,PN,famous
yehuda amichai,hd,mch,ya,PN,famous
yigal amir,gl,mr,ya,PN,famous
yuri averbakh,r,vrbkh,ya,PN,famous
yair bacharach,r,bchrch,yb,PN,famous
yasmine bleeth,smn,blth,yb,PN,famous
yefim bronfman,fm,brnfmn,yb,PN,famous
yehoshua bar-hillel,hsh,br-hl,yb,PN,famous
yogi bear,g,br,yb,PN,famous
yohanan ben zakkai,hn,zk,check,PN,famous
yavuz çetin,vz,çtn,yç,PN,famous
yuri gagarin,r,grn,yg,PN,famous
yuval gabay,vl,gb,yg,PN,famous
yehuda halevi,hd,hlv,yh,PN,famous
yip harburg,p,hrbrg,yh,PN,famous
yitzchok hutner,tzchk,htnr,yh,PN,famous
yakov i. perelman,kv,prlmn,check,PN,famous
yoron israel,rn,srl,yi,PN,famous
yagyu jubei mitsuyoshi,g,mtsh,check,PN,famous
yngwie j. malmsteen,ngw,mlmstn,check,PN,famous
young jeezy,ng,jz,yj,PN,famous
yaphet kotto,pht,kt,yk,PN,famous
yosef karo,sf,kr,yk,PN,famous
yoshikatsu kawaguchi,shkts,kwgch,yk,PN,famous
yeshayahu liebowitz,sh,lbwtz,yl,PN,famous
yisrael lipkin salanter,srl,slntr,check,PN,famous
yuri landman,r,lndmn,yl,PN,famous
yasaburo manajiri,sbr,mnjr,ym,PN,famous
yechiel michel epstein,chl,pstn,check,PN,famous
yehudi menuhin,hd,mnhn,ym,PN,famous
yisrael meir kagan,srl,kgn,check,PN,famous
yukino miyazawa,kn,mzw,ym,PN,famous
yves montand,vs,mntnd,ym,PN,famous
yoni netanyahu,n,ntnh,yn,PN,famous
yasujiro ozu,sjr,z,yo,PN,famous
yoko ono,k,n,yo,PN,famous
yehoshua porath,hsh,prth,yp,PN,famous
yevgeny primakov,vgn,prmkv,yp,PN,famous
yankel rosenbaum,nkl,rsnbm,yr,PN,famous
yitschak rabin,tschk,rbn,yr,PN,famous
yitzhak rabin,tzhk,rbn,yr,PN,famous
yağmur sarıgül,ğmr,srıgül,ys,PN,famous
yakov smirnoff,kv,smrnf,ys,PN,famous
yakov smirnov,kv,smrnv,ys,PN,famous
yitzhak shamir,tzhk,shmr,ys,PN,famous
yuki sohma,k,shm,ys,PN,famous
yosef trumpeldor,sf,trmpldr,yt,PN,famous
youzou torii,z,tr,yt,PN,famous
yolanda vadiz,lnd,vdz,yv,PN,famous
yo yo ma,,,yy,PN,famous
youji yagami,j,gm,yy,PN,famous
zerubbabel,zrbl,,,PN,famous
zilpah,zlph,,,PN,famous
zipporah,zprh,,,PN,famous
zoro,zr,,,PN,famous
zoroaster,zrstr,,,PN,famous
zucchero,zchr,,,PN,famous
zucker,zckr,,,PN,famous
zora arkus-duntov,zr,rks-dntv,za,PN,famous
zach braff,zch,brf,zb,PN,famous
zal cleminson,zl,clmnsn,zc,PN,famous
zeke carey,zk,cr,zc,PN,famous
zelman cowen,zlmn,cwn,zc,PN,famous
zac efron,zc,frn,ze,PN,famous
ziggy ellman,zg,lmn,ze,PN,famous
zecharias frankel,zchrs,frnkl,zf,PN,famous
zellig harris,zlg,hrs,zh,PN,famous
ze'ev jabotinsky,z'v,jbtnsk,zj,PN,famous
zeke martin,zk,mrtn,zm,PN,famous
zeppo marx,zp,mrx,zm,PN,famous
zero mostel,zr,mstl,zm,PN,famous
zigaboo modeliste,zgb,mdlst,zm,PN,famous
zora neale hurston,zr,hrstn,check,PN,famous
zac posen,zc,psn,zp,PN,famous
zsofia polgar,zsf,plgr,zp,PN,famous
zelda rubinstein,zld,rbnstn,zr,PN,famous
zoran redžić,zrn,rdžć,zr,PN,famous
zach smith,zch,smth,zs,PN,famous
zak starkey,zk,strk,zs,PN,famous
zander schloss,zndr,schls,zs,PN,famous
zev siegal,zv,sgl,zs,PN,famous
zoe saldana,z,sldn,zs,PN,famous
zohar sharon,zhr,shrn,zs,PN,famous
zacky vengeance,zck,vngnc,zv,PN,famous
zakk wylde,zk,wld,zw,PN,famous
zam wesell,zm,wsl,zw,PN,famous
zoe wanamaker,z,wnmkr,zw,PN,famous
zal yanovsky,zl,nvsk,zy,PN,famous
zang yimou,zng,m,zy,PN,famous
zig ziggler,zg,zglr,zz,PN,famous
zsa zsa gabor,zs,gbr,check,PN,famous
aphrodite,phrdt,,,PN,"legend,god,greek"
apollo,pl,,,PN,"legend,god,greek"
ares,rs,,,PN,"legend,god,greek"
artemis,rtms,,,PN,"legend,god,greek"
athena,thn,,,PN,"legend,god,greek"
demeter,dmtr,,,PN,"legend,god,greek"
dionysus,dns,,,PN,"legend,god,greek"
hades,hds,,,PN,"legend,god,greek"
pluto,plt,,,PN,"legend,god,greek"
hephaestus,hphsts,,,PN,"legend,god,greek"
hera,hr,,,PN,"legend,god,greek"
hermes,hrms,,,PN,"legend,god,greek"
hestia,hst,,,PN,"legend,god,greek"
poseidon,psdn,,,PN,"legend,god,greek"
zeus,zs,,,PN,"legend,god,greek"
aion,n,,,PN,"legend,god,greek"
aether,thr,,,PN,"legend,god,greek"
ananke,nk,,,PN,"legend,god,greek"
chaos,chs,,,PN,"legend,god,greek"
chronos,chrns,,,PN,"legend,god,greek"
erebus,rbs,,,PN,"legend,god,greek"
eros,rs,,,PN,"legend,god,greek"
hypnos,hpns,,,PN,"legend,god,greek"
nesoi,ns,,,PN,"legend,god,greek"
uranus,rns,,,PN,"legend,god,greek"
gaia,g,,,PN,"legend,god,greek"
ourea,r,,,PN,"legend,god,greek"
phanes,phns,,,PN,"legend,god,greek"
pontus,pnts,,,PN,"legend,god,greek"
tartarus,trtrs,,,PN,"legend,god,greek"
thalassa,thls,,,PN,"legend,god,greek"
thanatos,thnts,,,PN,"legend,god,greek"
hemera,hmr,,,PN,"legend,god,greek"
nyx,nx,,,PN,"legend,god,greek"
nemesis,nms,,,PN,"legend,god,greek"
coeus,cs,,,PN,"legend,god,greek"
crius,crs,,,PN,"legend,god,greek"
cronus,crns,,,PN,"legend,god,greek"
hyperion,hprn,,,PN,"legend,god,greek"
iapetus,pts,,,PN,"legend,god,greek"
mnemosyne,mnmsn,,,PN,"legend,god,greek"
oceanus,cns,,,PN,"legend,god,greek"
phoebe,phb,,,PN,"legend,god,greek"
rhea,rh,,,PN,"legend,god,greek"
tethys,ths,,,PN,"legend,god,greek"
theia,th,,,PN,"legend,god,greek"
themis,thms,,,PN,"legend,god,greek"
asteria,str,,,PN,"legend,god,greek"
astraeus,strs,,,PN,"legend,god,greek"
atlas,tls,,,PN,"legend,god,greek"
aura,r,,,PN,"legend,god,greek"
clymene,clmn,,,PN,"legend,god,greek"
dione,dn,,,PN,"legend,god,greek"
helios,hls,,,PN,"legend,god,greek"
selene,sln,,,PN,"legend,god,greek"
eos,s,,,PN,"legend,god,greek"
epimetheus,pmths,,,PN,"legend,god,greek"
eurybia,rb,,,PN,"legend,god,greek"
eurynome,rnm,,,PN,"legend,god,greek"
lelantos,lnts,,,PN,"legend,god,greek"
leto,lt,,,PN,"legend,god,greek"
menoetius,mnts,,,PN,"legend,god,greek"
metis,mts,,,PN,"legend,god,greek"
ophion,phn,,,PN,"legend,god,greek"
pallas,pls,,,PN,"legend,god,greek"
perses,prs,,,PN,"legend,god,greek"
prometheus,prmths,,,PN,"legend,god,greek"
styx,stx,,,PN,"legend,god,greek"
agrius,grs,,,PN,"legend,god,greek"
moirai,mr,,,PN,"legend,god,greek"
alcyoneus,lcns,,,PN,"legend,god,greek"
chthonius,chthns,,,PN,"legend,god,greek"
clytius,clts,,,PN,"legend,god,greek"
enceladus,nclds,,,PN,"legend,god,greek"
athena,thn,,,PN,"legend,god,greek"
mount etna,mnt,tn,me,PN,"legend,god,greek"
sicily,scl,,,PN,"legend,god,greek"
ephialtes,phlts,,,PN,"legend,god,greek"
apollodorus,pldrs,,,PN,"legend,god,greek"
eurymedon,rmdn,,,PN,"legend,god,greek"
periboea,prb,,,PN,"legend,god,greek"
eurytus,rts,,,PN,"legend,god,greek"
gration,grtn,,,PN,"legend,god,greek"
hippolytus,hplts,,,PN,"legend,god,greek"
leon,ln,,,PN,"legend,god,greek"
mimas,ms,,,PN,"legend,god,greek"
apollodorus,pldrs,,,PN,"legend,god,greek"
hephaestus,hphsts,,,PN,"legend,god,greek"
zeus,zs,,,PN,"legend,god,greek"
ares,rs,,,PN,"legend,god,greek"
pallas,pls,,,PN,"legend,god,greek"
apollodorus,pldrs,,,PN,"legend,god,greek"
polybotes,plbts,,,PN,"legend,god,greek"
poseidon,psdn,,,PN,"legend,god,greek"
porphyrion,prphrn,,,PN,"legend,god,greek"
zeus,zs,,,PN,"legend,god,greek"
thoas/thoon,ths/thn,,,PN,"legend,god,greek"
moirai,mr,,,PN,"legend,god,greek"
aloadae,ld,,,PN,"legend,god,greek"
anax,nx,,,PN,"legend,god,greek"
antaeus,nts,,,PN,"legend,god,greek"
antiphates,ntphts,,,PN,"legend,god,greek"
argus panoptes,rgs,pnpts,ap,PN,"legend,god,greek"
asterius,strs,,,PN,"legend,god,greek"
cacus,cs,,,PN,"legend,god,greek"
cyclopes,clps,,,PN,"legend,god,greek"
cyclopes,clps,,,PN,"legend,god,greek"
gegenees,gns,,,PN,"legend,god,greek"
geryon,grn,,,PN,"legend,god,greek"
hekatonkheires,hktnkhrs,,,PN,"legend,god,greek"
laestrygonians,lstrgns,,,PN,"legend,god,greek"
orion,rn,,,PN,"legend,god,greek"
constellation of orion,cnstltn,rn,co,PN,"legend,god,greek"
talos,tls,,,PN,"legend,god,greek"
tityos,ts,,,PN,"legend,god,greek"
typhon,tphn,,,PN,"legend,god,greek"
achlys,chls,,,PN,"legend,god,greek"
adephagia,dphg,,,PN,"legend,god,greek"
adikia,dk,,,PN,"legend,god,greek"
aergia,rg,,,PN,"legend,god,greek"
agon,gn,,,PN,"legend,god,greek"
aidos,ds,,,PN,"legend,god,greek"
alala,l,,,PN,"legend,god,greek"
alastor,lstr,,,PN,"legend,god,greek"
aletheia,lth,,,PN,"legend,god,greek"
algea,lg,,,PN,"legend,god,greek"
alke,lk,,,PN,"legend,god,greek"
amechania,mchn,,,PN,"legend,god,greek"
amphilogiai,mphlg,,,PN,"legend,god,greek"
anaideia,nd,,,PN,"legend,god,greek"
androktasiai,ndrkts,,,PN,"legend,god,greek"
angelia,ngl,,,PN,"legend,god,greek"
apate,pt,,,PN,"legend,god,greek"
apheleia,phl,,,PN,"legend,god,greek"
aporia,pr,,,PN,"legend,god,greek"
arae,r,,,PN,"legend,god,greek"
arete,rt,,,PN,"legend,god,greek"
atë,të,,,PN,"legend,god,greek"
bia,b,,,PN,"legend,god,greek"
caerus,crs,,,PN,"legend,god,greek"
corus,crs,,,PN,"legend,god,greek"
deimos,dms,,,PN,"legend,god,greek"
dikaiosyne,dksn,,,PN,"legend,god,greek"
dike,dk,,,PN,"legend,god,greek"
dolos,dls,,,PN,"legend,god,greek"
dysnomia,dsnm,,,PN,"legend,god,greek"
dyssebeia,dsb,,,PN,"legend,god,greek"
eirene,rn,,,PN,"legend,god,greek"
ekecheiria,kchr,,,PN,"legend,god,greek"
eleos,ls,,,PN,"legend,god,greek"
elpis,lps,,,PN,"legend,god,greek"
epiphron,phrn,,,PN,"legend,god,greek"
eris,rs,,,PN,"legend,god,greek"
erotes,rts,,,PN,"legend,god,greek"
eucleia,cl,,,PN,"legend,god,greek"
eulabeia,lb,,,PN,"legend,god,greek"
eunomia,nm,,,PN,"legend,god,greek"
eupheme,phm,,,PN,"legend,god,greek"
eupraxia,prx,,,PN,"legend,god,greek"
eusebeia,sb,,,PN,"legend,god,greek"
euthenia,thn,,,PN,"legend,god,greek"
gelos,gls,,,PN,"legend,god,greek"
geras,grs,,,PN,"legend,god,greek"
harmonia,hrmn,,,PN,"legend,god,greek"
hebe,hb,,,PN,"legend,god,greek"
hedone,hdn,,,PN,"legend,god,greek"
heimarmene,hmrmn,,,PN,"legend,god,greek"
homados,hmds,,,PN,"legend,god,greek"
homonoia,hmn,,,PN,"legend,god,greek"
horkos,hrks,,,PN,"legend,god,greek"
horme,hrm,,,PN,"legend,god,greek"
hybris,hbrs,,,PN,"legend,god,greek"
hypnos,hpns,,,PN,"legend,god,greek"
hysminai,hsmn,,,PN,"legend,god,greek"
ioke,k,,,PN,"legend,god,greek"
kakia,k,,,PN,"legend,god,greek"
kalokagathia,klkgth,,,PN,"legend,god,greek"
keres,krs,,,PN,"legend,god,greek"
koalemos,klms,,,PN,"legend,god,greek"
kratos,krts,,,PN,"legend,god,greek"
kydoimos,kdms,,,PN,"legend,god,greek"
lethe,lth,,,PN,"legend,god,greek"
limos,lms,,,PN,"legend,god,greek"
litae,lt,,,PN,"legend,god,greek"
lyssa,ls,,,PN,"legend,god,greek"
machai,mch,,,PN,"legend,god,greek"
mania,mn,,,PN,"legend,god,greek"
moirai,mr,,,PN,"legend,god,greek"
momus,ms,,,PN,"legend,god,greek"
moros,mrs,,,PN,"legend,god,greek"
neikea,nk,,,PN,"legend,god,greek"
nemesis,nms,,,PN,"legend,god,greek"
nike,nk,,,PN,"legend,god,greek"
nomos,nms,,,PN,"legend,god,greek"
oizys,zs,,,PN,"legend,god,greek"
oneiroi,nr,,,PN,"legend,god,greek"
palioxis,plxs,,,PN,"legend,god,greek"
peitharchia,pthrch,,,PN,"legend,god,greek"
peitho,pth,,,PN,"legend,god,greek"
penia,pn,,,PN,"legend,god,greek"
penthus,pnths,,,PN,"legend,god,greek"
pepromene,prmn,,,PN,"legend,god,greek"
pheme,phm,,,PN,"legend,god,greek"
philophrosyne,phlphrsn,,,PN,"legend,god,greek"
philotes,phlts,,,PN,"legend,god,greek"
phobos,phbs,,,PN,"legend,god,greek"
phonoi,phn,,,PN,"legend,god,greek"
phrike,phrk,,,PN,"legend,god,greek"
phthonus,phthns,,,PN,"legend,god,greek"
pistis,psts,,,PN,"legend,god,greek"
poine,pn,,,PN,"legend,god,greek"
polemos,plms,,,PN,"legend,god,greek"
ponos,pns,,,PN,"legend,god,greek"
poros,prs,,,PN,"legend,god,greek"
praxidike,prxdk,,,PN,"legend,god,greek"
proioxis,prxs,,,PN,"legend,god,greek"
prophasis,prphs,,,PN,"legend,god,greek"
ptocheia,ptch,,,PN,"legend,god,greek"
soter,str,,,PN,"legend,god,greek"
soteria,str,,,PN,"legend,god,greek"
sophrosyne,sphrsn,,,PN,"legend,god,greek"
techne,tchn,,,PN,"legend,god,greek"
thanatos,thnts,,,PN,"legend,god,greek"
thrasos,thrs,,,PN,"legend,god,greek"
tyche,tch,,,PN,"legend,god,greek"
zelos,zls,,,PN,"legend,god,greek"
amphiaraus,mphrs,,,PN,"legend,god,greek"
angelos,ngls,,,PN,"legend,god,greek"
askalaphos,sklphs,,,PN,"legend,god,greek"
cerberus,crbrs,,,PN,"legend,god,greek"
charon,chrn,,,PN,"legend,god,greek"
empusa,mps,,,PN,"legend,god,greek"
erebos,rbs,,,PN,"legend,god,greek"
erinyes,rns,,,PN,"legend,god,greek"
hecate,hct,,,PN,"legend,god,greek"
keuthonymos,kthnms,,,PN,"legend,god,greek"
cronus,crns,,,PN,"legend,god,greek"
lamia,lm,,,PN,"legend,god,greek"
lampades,lmpds,,,PN,"legend,god,greek"
macaria,mcr,,,PN,"legend,god,greek"
heracles,hrcls,,,PN,"legend,god,greek"
melinoe,mln,,,PN,"legend,god,greek"
menoetes,mnts,,,PN,"legend,god,greek"
mormo,mrm,,,PN,"legend,god,greek"
nyx,nx,,,PN,"legend,god,greek"
hades,hds,,,PN,"legend,god,greek"
persephone,prsphn,,,PN,"legend,god,greek"
tartarus,trtrs,,,PN,"legend,god,greek"
thanatos,thnts,,,PN,"legend,god,greek"
aegaeon,gn,,,PN,"legend,god,greek"
achelous,chls,,,PN,"legend,god,greek"
benthesikyme,bnthskm,,,PN,"legend,god,greek"
ethiopia,thp,,,PN,"legend,god,greek"
brizo,brz,,,PN,"legend,god,greek"
ceto,ct,,,PN,"legend,god,greek"
charybdis,chrbds,,,PN,"legend,god,greek"
cymopoleia,cmpl,,,PN,"legend,god,greek"
proteus,prts,,,PN,"legend,god,greek"
glaucus,glcs,,,PN,"legend,god,greek"
gorgons,grgns,,,PN,"legend,god,greek"
graeae,gr,,,PN,"legend,god,greek"
harpies,hrps,,,PN,"legend,god,greek"
hippocampi,hpcmp,,,PN,"legend,god,greek"
hydros,hdrs,,,PN,"legend,god,greek"
ichthyocentaurs,chthcntrs,,,PN,"legend,god,greek"
karkinos,krkns,,,PN,"legend,god,greek"
cancer,cncr,,,PN,"legend,god,greek"
ladon,ldn,,,PN,"legend,god,greek"
leucothea,lcth,,,PN,"legend,god,greek"
nereides,nrds,,,PN,"legend,god,greek"
nereus,nrs,,,PN,"legend,god,greek"
nerites,nrts,,,PN,"legend,god,greek"
oceanus,cns,,,PN,"legend,god,greek"
palaemon,plmn,,,PN,"legend,god,greek"
phorcys,phrcs,,,PN,"legend,god,greek"
pontos,pnts,,,PN,"legend,god,greek"
proteus,prts,,,PN,"legend,god,greek"
poseidon,psdn,,,PN,"legend,god,greek"
amphitrite,mphtrt,,,PN,"legend,god,greek"
scylla,scl,,,PN,"legend,god,greek"
sirens,srns,,,PN,"legend,god,greek"
telchines,tlchns,,,PN,"legend,god,greek"
tethys,ths,,,PN,"legend,god,greek"
thalassa,thls,,,PN,"legend,god,greek"
thaumas,thms,,,PN,"legend,god,greek"
thoosa,ths,,,PN,"legend,god,greek"
triteia,trt,,,PN,"legend,god,greek"
triton,trtn,,,PN,"legend,god,greek"
tritones,trtns,,,PN,"legend,god,greek"
achelois,chls,,,PN,"legend,god,greek"
aeolus,ls,,,PN,"legend,god,greek"
aether,thr,,,PN,"legend,god,greek"
alectrona,lctrn,,,PN,"legend,god,greek"
zeus,zs,,,PN,"legend,god,greek"
hera,hr,,,PN,"legend,god,greek"
apollo,pl,,,PN,"legend,god,greek"
artemis,rtms,,,PN,"legend,god,greek"
arke,rk,,,PN,"legend,god,greek"
astraios,strs,,,PN,"legend,god,greek"
aurai,r,,,PN,"legend,god,greek"
chaos,chs,,,PN,"legend,god,greek"
chione,chn,,,PN,"legend,god,greek"
uranus,rns,,,PN,"legend,god,greek"
helios,hls,,,PN,"legend,god,greek"
selene,sln,,,PN,"legend,god,greek"
eos,s,,,PN,"legend,god,greek"
hemera,hmr,,,PN,"legend,god,greek"
nyx,nx,,,PN,"legend,god,greek"
hesperides,hsprds,,,PN,"legend,god,greek"
iris,rs,,,PN,"legend,god,greek"
nephelai,nphl,,,PN,"legend,god,greek"
pandia,pnd,,,PN,"legend,god,greek"
ersa,rs,,,PN,"legend,god,greek"
anemoi,nm,,,PN,"legend,god,greek"
pleiades,plds,,,PN,"legend,god,greek"
pleiades,plds,,,PN,"legend,god,greek"
aetna,tn,,,PN,"legend,god,greek"
mount etna,mnt,tn,me,PN,"legend,god,greek"
amphictyonis,mphctns,,,PN,"legend,god,greek"
anthousai,nths,,,PN,"legend,god,greek"
nymphs,nmphs,,,PN,"legend,god,greek"
aristaeus,rsts,,,PN,"legend,god,greek"
attis,ts,,,PN,"legend,god,greek"
britomartis,brtmrts,,,PN,"legend,god,greek"
cabeiri,cbr,,,PN,"legend,god,greek"
centaurs,cntrs,,,PN,"legend,god,greek"
cercopes,crcps,,,PN,"legend,god,greek"
chloris,chlrs,,,PN,"legend,god,greek"
comus,cms,,,PN,"legend,god,greek"
corymbus,crmbs,,,PN,"legend,god,greek"
curetes,crts,,,PN,"legend,god,greek"
cybele,cbl,,,PN,"legend,god,greek"
dactyls,dctls,,,PN,"legend,god,greek"
dionysus,dns,,,PN,"legend,god,greek"
dryades,drds,,,PN,"legend,god,greek"
gaia,g,,,PN,"legend,god,greek"
epimeliades,pmlds,,,PN,"legend,god,greek"
hamadryades,hmdrds,,,PN,"legend,god,greek"
hecaterus,hctrs,,,PN,"legend,god,greek"
hephaestus,hphsts,,,PN,"legend,god,greek"
hermes,hrms,,,PN,"legend,god,greek"
horae,hr,,,PN,"legend,god,greek"
korybantes,krbnts,,,PN,"legend,god,greek"
maenades,mnds,,,PN,"legend,god,greek"
meliae,ml,,,PN,"legend,god,greek"
naiades,nds,,,PN,"legend,god,greek"
nymphai hyperboreioi,nmph,hprbr,nh,PN,"legend,god,greek"
oreades,rds,,,PN,"legend,god,greek"
oceanides,cnds,,,PN,"legend,god,greek"
ourea,r,,,PN,"legend,god,greek"
palici,plc,,,PN,"legend,god,greek"
pan,pn,,,PN,"legend,god,greek"
potamoi,ptm,,,PN,"legend,god,greek"
priapus,prps,,,PN,"legend,god,greek"
rhea,rh,,,PN,"legend,god,greek"
satyrs,strs,,,PN,"legend,god,greek"
silenus,slns,,,PN,"legend,god,greek"
telete,tlt,,,PN,"legend,god,greek"
zagreus,zgrs,,,PN,"legend,god,greek"
adonis,dns,,,PN,"legend,god,greek"
life-death-rebirth deity,lf-dth-rbrth,dt,ld,PN,"legend,god,greek"
aphaea,ph,,,PN,"legend,god,greek"
carme,crm,,,PN,"legend,god,greek"
carmanor,crmnr,,,PN,"legend,god,greek"
chrysothemis,chrsthms,,,PN,"legend,god,greek"
cyamites,cmts,,,PN,"legend,god,greek"
demeter,dmtr,,,PN,"legend,god,greek"
despoina,dspn,,,PN,"legend,god,greek"
arcadia,rcd,,,PN,"legend,god,greek"
dionysus,dns,,,PN,"legend,god,greek"
eunostus,nsts,,,PN,"legend,god,greek"
hestia,hst,,,PN,"legend,god,greek"
persephone,prsphn,,,PN,"legend,god,greek"
philomelus,phlmls,,,PN,"legend,god,greek"
plutus,plts,,,PN,"legend,god,greek"
triptolemus,trptlms,,,PN,"legend,god,greek"
apollo,pl,,,PN,"legend,god,greek"
acratopotes,crtpts,,,PN,"legend,god,greek"
adrastea,drst,,,PN,"legend,god,greek"
agdistis,gdsts,,,PN,"legend,god,greek"
alexiares and anicetus,lxrs,ncts,aa,PN,"legend,god,greek"
aphroditus,phrdts,,,PN,"legend,god,greek"
astraea,str,,,PN,"legend,god,greek"
auxesia,xs,,,PN,"legend,god,greek"
charites,chrts,,,PN,"legend,god,greek"
ceraon,crn,,,PN,"legend,god,greek"
chrysus,chrs,,,PN,"legend,god,greek"
circe,crc,,,PN,"legend,god,greek"
daemones ceramici,dmns,crmc,dc,PN,"legend,god,greek"
deipneus,dpns,,,PN,"legend,god,greek"
eiresione,rsn,,,PN,"legend,god,greek"
eileithyia,lth,,,PN,"legend,god,greek"
enyalius,nls,,,PN,"legend,god,greek"
enyo,n,,,PN,"legend,god,greek"
harpocrates,hrpcrts,,,PN,"legend,god,greek"
hermaphroditus,hrmphrdts,,,PN,"legend,god,greek"
hermaphrodites,hrmphrdts,,,PN,"legend,god,greek"
hymenaios,hmns,,,PN,"legend,god,greek"
ichnaea,chn,,,PN,"legend,god,greek"
iynx,nx,,,PN,"legend,god,greek"
matton,mtn,,,PN,"legend,god,greek"
muses,ms,,,PN,"legend,god,greek"
palaestra,plstr,,,PN,"legend,god,greek"
rhapso,rhps,,,PN,"legend,god,greek"
achilles,chls,,,PN,"legend,god,greek"
aiakos,ks,,,PN,"legend,god,greek"
aeolus,ls,,,PN,"legend,god,greek"
alabandus,lbnds,,,PN,"legend,god,greek"
alabanda,lbnd,,,PN,"legend,god,greek"
amphiaraus,mphrs,,,PN,"legend,god,greek"
ariadne,rdn,,,PN,"legend,god,greek"
aristaeus,rsts,,,PN,"legend,god,greek"
asclepius,sclps,,,PN,"legend,god,greek"
attis,ts,,,PN,"legend,god,greek"
bolina,bln,,,PN,"legend,god,greek"
dioscuri,dscr,,,PN,"legend,god,greek"
endymion,ndmn,,,PN,"legend,god,greek"
ganymede,gnmd,,,PN,"legend,god,greek"
glaucus,glcs,,,PN,"legend,god,greek"
hemithea,hmth,,,PN,"legend,god,greek"
parthenos,prthns,,,PN,"legend,god,greek"
naxos,nxs,,,PN,"legend,god,greek"
heracles,hrcls,,,PN,"legend,god,greek"
lampsace,lmpsc,,,PN,"legend,god,greek"
minos,mns,,,PN,"legend,god,greek"
ino,n,,,PN,"legend,god,greek"
tenes,tns,,,PN,"legend,god,greek"
tenedos,tnds,,,PN,"legend,god,greek"
orithyia,rth,,,PN,"legend,god,greek"
palaemon,plmn,,,PN,"legend,god,greek"
phylonoe,phln,,,PN,"legend,god,greek"
tyndareus,tndrs,,,PN,"legend,god,greek"
leda,ld,,,PN,"legend,god,greek"
psyche,psch,,,PN,"legend,god,greek"
semele,sml,,,PN,"legend,god,greek"
dionysus,dns,,,PN,"legend,god,greek"
