name,first,last,initials,pos,tags
abderus,bdrs,,,PN,"legend,god,greek"
mares of diomedes,mrs,dmds,md,PN,"legend,god,greek"
achilles,chls,,,PN,"legend,god,greek"
trojan war,trjn,wr,tw,PN,"legend,god,greek"
homer,hmr,,,PN,"legend,god,greek"
aeneas,ns,,,PN,"legend,god,greek"
ajax the great,jx,grt,ag,PN,"legend,god,greek"
salamis,slms,,,PN,"legend,god,greek"
ajax the lesser,jx,lsr,al,PN,"legend,god,greek"
locrian,lcrn,,,PN,"legend,god,greek"
amphitryon,mphtrn,,,PN,"legend,god,greek"
teumessian fox,tmsn,fx,tf,PN,"legend,god,greek"
antilochus,ntlchs,,,PN,"legend,god,greek"
bellerophon,blrphn,,,PN,"legend,god,greek"
chimera,chmr,,,PN,"legend,god,greek"
castor,cstr,,,PN,"legend,god,greek"
chrysippus,chrsps,,,PN,"legend,god,greek"
daedalus,dls,,,PN,"legend,god,greek"
labyrinth,lbrnth,,,PN,"legend,god,greek"
minos,mns,,,PN,"legend,god,greek"
diomedes,dmds,,,PN,"legend,god,greek"
eleusis,ls,,,PN,"legend,god,greek"
eleusis,ls,,,PN,"legend,god,greek"
eunostus,nsts,,,PN,"legend,god,greek"
ganymede,gnmd,,,PN,"legend,god,greek"
hector,hctr,,,PN,"legend,god,greek"
icarus,crs,,,PN,"legend,god,greek"
daedalus,dls,,,PN,"legend,god,greek"
iolaus,ls,,,PN,"legend,god,greek"
heracles,hrcls,,,PN,"legend,god,greek"
jason,jsn,,,PN,"legend,god,greek"
meleager,mlgr,,,PN,"legend,god,greek"
odysseus,ds,,,PN,"legend,god,greek"
orpheus,rphs,,,PN,"legend,god,greek"
pandion,pndn,,,PN,"legend,god,greek"
attic tribe,tc,trb,at,PN,"legend,god,greek"
pandion i,pndn,,,PN,"legend,god,greek"
pandion ii,pndn,,pi,PN,"legend,god,greek"
perseus,prs,,,PN,"legend,god,greek"
theseus,ths,,,PN,"legend,god,greek"
minotaur,mntr,,,PN,"legend,god,greek"
alcestis,lcsts,,,PN,"legend,god,greek"
amymone,mn,,,PN,"legend,god,greek"
andromache,ndrmch,,,PN,"legend,god,greek"
andromeda,ndrmd,,,PN,"legend,god,greek"
antigone,ntgn,,,PN,"legend,god,greek"
arachne,rchn,,,PN,"legend,god,greek"
ariadne,rdn,,,PN,"legend,god,greek"
atalanta,tlnt,,,PN,"legend,god,greek"
briseis,brs,,,PN,"legend,god,greek"
lyrnessus,lrns,,,PN,"legend,god,greek"
caeneus,cns,,,PN,"legend,god,greek"
cassandra,csndr,,,PN,"legend,god,greek"
cassiopeia,csp,,,PN,"legend,god,greek"
æthiopia,æthp,,,PN,"legend,god,greek"
andromeda,ndrmd,,,PN,"legend,god,greek"
clytemnestra,cltmnstr,,,PN,"legend,god,greek"
danaë,dnë,,,PN,"legend,god,greek"
deianeira,dnr,,,PN,"legend,god,greek"
electra,lctr,,,PN,"legend,god,greek"
europa,rp,,,PN,"legend,god,greek"
hecuba,hcb,,,PN,"legend,god,greek"
helen,hln,,,PN,"legend,god,greek"
hermione,hrmn,,,PN,"legend,god,greek"
iphigenia,phgn,,,PN,"legend,god,greek"
ismene,smn,,,PN,"legend,god,greek"
jocasta,jcst,,,PN,"legend,god,greek"
medea,md,,,PN,"legend,god,greek"
medusa,mds,,,PN,"legend,god,greek"
niobe,nb,,,PN,"legend,god,greek"
pandora,pndr,,,PN,"legend,god,greek"
penelope,pnlp,,,PN,"legend,god,greek"
phaedra,phdr,,,PN,"legend,god,greek"
polyxena,plxn,,,PN,"legend,god,greek"
semele,sml,,,PN,"legend,god,greek"
thrace,thrc,,,PN,"legend,god,greek"
abas,bs,,,PN,"legend,god,greek"
argos,rgs,,,PN,"legend,god,greek"
acastus,csts,,,PN,"legend,god,greek"
iolcus,lcs,,,PN,"legend,god,greek"
argonauts,rgnts,,,PN,"legend,god,greek"
calydonian boar,cldn,br,cb,PN,"legend,god,greek"
acrisius,crs,,,PN,"legend,god,greek"
argos,rgs,,,PN,"legend,god,greek"
actaeus,cts,,,PN,"legend,god,greek"
attica,tc,,,PN,"legend,god,greek"
admetus,dmts,,,PN,"legend,god,greek"
pherae,phr,,,PN,"legend,god,greek"
adrastus,drsts,,,PN,"legend,god,greek"
seven against thebes,svn,thbs,st,PN,"legend,god,greek"
aeacus,cs,,,PN,"legend,god,greek"
aegina,gn,,,PN,"legend,god,greek"
saronic gulf,srnc,glf,sg,PN,"legend,god,greek"
aeëtes,ëts,,,PN,"legend,god,greek"
colchis,clchs,,,PN,"legend,god,greek"
aegeus,gs,,,PN,"legend,god,greek"
athens,thns,,,PN,"legend,god,greek"
aegimius,gms,,,PN,"legend,god,greek"
thessaly,thsl,,,PN,"legend,god,greek"
dorians,drns,,,PN,"legend,god,greek"
aegisthus,gsths,,,PN,"legend,god,greek"
mycenae,mcn,,,PN,"legend,god,greek"
aegyptus,gpts,,,PN,"legend,god,greek"
egypt,gpt,,,PN,"legend,god,greek"
aeson,sn,,,PN,"legend,god,greek"
aëthlius,ëthls,,,PN,"legend,god,greek"
elis,ls,,,PN,"legend,god,greek"
aetolus,tls,,,PN,"legend,god,greek"
agamemnon,gmn,,,PN,"legend,god,greek"
agasthenes,gsthns,,,PN,"legend,god,greek"
agenor,gnr,,,PN,"legend,god,greek"
phoenicia,phnc,,,PN,"legend,god,greek"
alcinous,lcns,,,PN,"legend,god,greek"
phaeacia,phc,,,PN,"legend,god,greek"
alcmaeon,lcmn,,,PN,"legend,god,greek"
epigoni,pgn,,,PN,"legend,god,greek"
aleus,ls,,,PN,"legend,god,greek"
tegea,tg,,,PN,"legend,god,greek"
amphiaraus,mphrs,,,PN,"legend,god,greek"
amphictyon,mphctn,,,PN,"legend,god,greek"
amphion and zethus,mphn,zths,az,PN,"legend,god,greek"
amycus,mcs,,,PN,"legend,god,greek"
bebryces,brcs,,,PN,"legend,god,greek"
anaxagoras,nxgrs,,,PN,"legend,god,greek"
anchises,nchs,,,PN,"legend,god,greek"
dardania,drdn,,,PN,"legend,god,greek"
arcesius,rcs,,,PN,"legend,god,greek"
ithaca,thc,,,PN,"legend,god,greek"
argeus,rgs,,,PN,"legend,god,greek"
argus,rgs,,,PN,"legend,god,greek"
assaracus,srcs,,,PN,"legend,god,greek"
asterion,strn,,,PN,"legend,god,greek"
crete,crt,,,PN,"legend,god,greek"
athamas,thms,,,PN,"legend,god,greek"
orchomenus,rchmns,,,PN,"legend,god,greek"
atreus,trs,,,PN,"legend,god,greek"
augeas,gs,,,PN,"legend,god,greek"
autesion,tsn,,,PN,"legend,god,greek"
bias,bs,,,PN,"legend,god,greek"
busiris,bsrs,,,PN,"legend,god,greek"
cadmus,cdms,,,PN,"legend,god,greek"
car,cr,,,PN,"legend,god,greek"
megara,mgr,,,PN,"legend,god,greek"
catreus,ctrs,,,PN,"legend,god,greek"
cecrops,crps,,,PN,"legend,god,greek"
ceisus,cs,,,PN,"legend,god,greek"
celeus,cls,,,PN,"legend,god,greek"
cephalus,cphls,,,PN,"legend,god,greek"
cepheus,cphs,,,PN,"legend,god,greek"
ethiopia,thp,,,PN,"legend,god,greek"
cepheus,cphs,,,PN,"legend,god,greek"
tegea,tg,,,PN,"legend,god,greek"
charnabon,chrnbn,,,PN,"legend,god,greek"
getae,gt,,,PN,"legend,god,greek"
cinyras,cnrs,,,PN,"legend,god,greek"
cyprus,cprs,,,PN,"legend,god,greek"
codrus,cdrs,,,PN,"legend,god,greek"
corinthus,crnths,,,PN,"legend,god,greek"
cranaus,crns,,,PN,"legend,god,greek"
creon,crn,,,PN,"legend,god,greek"
creon,crn,,,PN,"legend,god,greek"
cres,crs,,,PN,"legend,god,greek"
cresphontes,crsphnts,,,PN,"legend,god,greek"
messene,msn,,,PN,"legend,god,greek"
cretheus,crths,,,PN,"legend,god,greek"
criasus,crs,,,PN,"legend,god,greek"
cylarabes,clrbs,,,PN,"legend,god,greek"
cynortas,cnrts,,,PN,"legend,god,greek"
sparta,sprt,,,PN,"legend,god,greek"
cyzicus,czcs,,,PN,"legend,god,greek"
danaus,dns,,,PN,"legend,god,greek"
dardanus,drdns,,,PN,"legend,god,greek"
deiphontes,dphnts,,,PN,"legend,god,greek"
demophon of athens,dmphn,thns,da,PN,"legend,god,greek"
diomedes,dmds,,,PN,"legend,god,greek"
echemus,chms,,,PN,"legend,god,greek"
echetus,chts,,,PN,"legend,god,greek"
eetion,tn,,,PN,"legend,god,greek"
cilician thebe,clcn,thb,ct,PN,"legend,god,greek"
electryon,lctrn,,,PN,"legend,god,greek"
tiryns,trns,,,PN,"legend,god,greek"
elephenor,lphnr,,,PN,"legend,god,greek"
euboea,b,,,PN,"legend,god,greek"
eleusis,ls,,,PN,"legend,god,greek"
eleusis,ls,,,PN,"legend,god,greek"
attica,tc,,,PN,"legend,god,greek"
epaphus,phs,,,PN,"legend,god,greek"
"memphis, egypt", gpt,mphs,m,PN,"legend,god,greek"
epopeus,ps,,,PN,"legend,god,greek"
sicyon,scn,,,PN,"legend,god,greek"
erechtheus,rchths,,,PN,"legend,god,greek"
erginus,rgns,,,PN,"legend,god,greek"
minyean orchomenus,mn,rchmns,mo,PN,"legend,god,greek"
erichthonius,rchthns,,,PN,"legend,god,greek"
eteocles,tcls,,,PN,"legend,god,greek"
"eteocles, son of andreus", sn ndrs,tcls,e,PN,"legend,god,greek"
eurotas,rts,,,PN,"legend,god,greek"
eurystheus,rsths,,,PN,"legend,god,greek"
euxantius,xnts,,,PN,"legend,god,greek"
ceos,cs,,,PN,"legend,god,greek"
gelanor,glnr,,,PN,"legend,god,greek"
haemus,hms,,,PN,"legend,god,greek"
helenus,hlns,,,PN,"legend,god,greek"
hippothoön,hpthön,,,PN,"legend,god,greek"
hyrieus,hrs,,,PN,"legend,god,greek"
ilus,ls,,,PN,"legend,god,greek"
ixion,xn,,,PN,"legend,god,greek"
lapiths,lpths,,,PN,"legend,god,greek"
laërtes,lërts,,,PN,"legend,god,greek"
laomedon,lmdn,,,PN,"legend,god,greek"
lycaon of arcadia,lcn,rcd,la,PN,"legend,god,greek"
lycurgus of arcadia,lcrgs,rcd,la,PN,"legend,god,greek"
lycurgus of nemea,lcrgs,nm,ln,PN,"legend,god,greek"
nemea,nm,,,PN,"legend,god,greek"
makedon,mkdn,,,PN,"legend,god,greek"
megareus of onchestus,mgrs,nchsts,mo,PN,"legend,god,greek"
megareus of thebes,mgrs,thbs,mt,PN,"legend,god,greek"
melampus,mlmps,,,PN,"legend,god,greek"
melanthus,mlnths,,,PN,"legend,god,greek"
messenia,msn,,,PN,"legend,god,greek"
memnon,mn,,,PN,"legend,god,greek"
menelaus,mnls,,,PN,"legend,god,greek"
menestheus,mnsths,,,PN,"legend,god,greek"
midas,mds,,,PN,"legend,god,greek"
minos,mns,,,PN,"legend,god,greek"
myles,mls,,,PN,"legend,god,greek"
nestor,nstr,,,PN,"legend,god,greek"
nycteus,ncts,,,PN,"legend,god,greek"
odysseus,ds,,,PN,"legend,god,greek"
oebalus,bls,,,PN,"legend,god,greek"
oedipus,dps,,,PN,"legend,god,greek"
oeneus,ns,,,PN,"legend,god,greek"
calydon,cldn,,,PN,"legend,god,greek"
oenomaus,nms,,,PN,"legend,god,greek"
pisa,ps,,,PN,"legend,god,greek"
oenopion,npn,,,PN,"legend,god,greek"
chios,chs,,,PN,"legend,god,greek"
ogygus,gs,,,PN,"legend,god,greek"
oicles,cls,,,PN,"legend,god,greek"
oileus,ls,,,PN,"legend,god,greek"
orestes,rsts,,,PN,"legend,god,greek"
oxyntes,xnts,,,PN,"legend,god,greek"
pandion i,pndn,,,PN,"legend,god,greek"
pandion ii,pndn,,pi,PN,"legend,god,greek"
peleus,pls,,,PN,"legend,god,greek"
myrmidons,mrmdns,,,PN,"legend,god,greek"
pelias,pls,,,PN,"legend,god,greek"
pelops,plps,,,PN,"legend,god,greek"
pentheus,pnths,,,PN,"legend,god,greek"
periphas,prphs,,,PN,"legend,god,greek"
attica,tc,,,PN,"legend,god,greek"
perseus,prs,,,PN,"legend,god,greek"
phineus,phns,,,PN,"legend,god,greek"
phlegyas,phlgs,,,PN,"legend,god,greek"
lapiths,lpths,,,PN,"legend,god,greek"
"phoenix, son of agenor", sn gnr,phnx,p,PN,"legend,god,greek"
phoroneus,phrns,,,PN,"legend,god,greek"
phyleus,phls,,,PN,"legend,god,greek"
pirithoös,prthös,,,PN,"legend,god,greek"
pittheus,pths,,,PN,"legend,god,greek"
polybus of corinth,plbs,crnth,pc,PN,"legend,god,greek"
polybus of sicyon,plbs,scn,ps,PN,"legend,god,greek"
polybus of thebes,plbs,thbs,pt,PN,"legend,god,greek"
polynices,plncs,,,PN,"legend,god,greek"
priam,prm,,,PN,"legend,god,greek"
proetus,prts,,,PN,"legend,god,greek"
pylades,plds,,,PN,"legend,god,greek"
rhadamanthys,rhdmnths,,,PN,"legend,god,greek"
rhesus,rhs,,,PN,"legend,god,greek"
sarpedon,srpdn,,,PN,"legend,god,greek"
sisyphus,sphs,,,PN,"legend,god,greek"
sithon,sthn,,,PN,"legend,god,greek"
talaus,tls,,,PN,"legend,god,greek"
tegyrios,tgrs,,,PN,"legend,god,greek"
telamon,tlmn,,,PN,"legend,god,greek"
telephus,tlphs,,,PN,"legend,god,greek"
mysia,ms,,,PN,"legend,god,greek"
temenus,tmns,,,PN,"legend,god,greek"
teucer,tcr,,,PN,"legend,god,greek"
teutamides,tmds,,,PN,"legend,god,greek"
larissa,lrs,,,PN,"legend,god,greek"
teuthras,thrs,,,PN,"legend,god,greek"
thersander,thrsndr,,,PN,"legend,god,greek"
theseus,ths,,,PN,"legend,god,greek"
minotaur,mntr,,,PN,"legend,god,greek"
thyestes,thsts,,,PN,"legend,god,greek"
tisamenus,tsmns,,,PN,"legend,god,greek"
tyndareus,tndrs,,,PN,"legend,god,greek"
amphilochus,mphlchs,,,PN,"legend,god,greek"
anius,ns,,,PN,"legend,god,greek"
asbolus,sbls,,,PN,"legend,god,greek"
centaur,cntr,,,PN,"legend,god,greek"
bakis,bks,,,PN,"legend,god,greek"
branchus,brnchs,,,PN,"legend,god,greek"
calchas,clchs,,,PN,"legend,god,greek"
carnus,crns,,,PN,"legend,god,greek"
acarnanian,crn,,,PN,"legend,god,greek"
carya,cr,,,PN,"legend,god,greek"
cassandra,csndr,,,PN,"legend,god,greek"
ennomus,nms,,,PN,"legend,god,greek"
mysian,msn,,,PN,"legend,god,greek"
halitherses,hlthrs,,,PN,"legend,god,greek"
helenus,hlns,,,PN,"legend,god,greek"
iamus,ms,,,PN,"legend,god,greek"
iamidai,md,,,PN,"legend,god,greek"
idmon,dmn,,,PN,"legend,god,greek"
manto,mnt,,,PN,"legend,god,greek"
melampus,mlmps,,,PN,"legend,god,greek"
mopsus,mps,,,PN,"legend,god,greek"
polyeidos,plds,,,PN,"legend,god,greek"
pythia,pth,,,PN,"legend,god,greek"
delphi,dlph,,,PN,"legend,god,greek"
telemus,tlms,,,PN,"legend,god,greek"
theoclymenus,thclmns,,,PN,"legend,god,greek"
tiresias,trs,,,PN,"legend,god,greek"
aegea,g,,,PN,"legend,god,greek"
aella,l,,,PN,"legend,god,greek"
alcibie,lcb,,,PN,"legend,god,greek"
antandre,ntndr,,,PN,"legend,god,greek"
antiope,ntp,,,PN,"legend,god,greek"
areto,rt,,,PN,"legend,god,greek"
asteria,str,,,PN,"legend,god,greek"
bremusa,brms,,,PN,"legend,god,greek"
celaeno,cln,,,PN,"legend,god,greek"
eurypyle,rpl,,,PN,"legend,god,greek"
hippolyta,hplt,,,PN,"legend,god,greek"
hippothoe,hpth,,,PN,"legend,god,greek"
iphito,pht,,,PN,"legend,god,greek"
lampedo,lmpd,,,PN,"legend,god,greek"
marpesia,mrps,,,PN,"legend,god,greek"
melanippe,mlnp,,,PN,"legend,god,greek"
molpadia,mlpd,,,PN,"legend,god,greek"
myrina,mrn,,,PN,"legend,god,greek"
orithyia,rth,,,PN,"legend,god,greek"
otrera,tr,,,PN,"legend,god,greek"
pantariste,pntrst,,,PN,"legend,god,greek"
penthesilea,pnthsl,,,PN,"legend,god,greek"
thalestris,thlstrs,,,PN,"legend,god,greek"
bathsheda babbling,bthshd,blng,bb,PN,"harry_potter,character"
ludo bagman,ld,bgmn,lb,PN,"harry_potter,character"
quidditch,qdtch,,,PN,"harry_potter,character"
wimbourne wasps,wmbrn,wsps,ww,PN,"harry_potter,character"
department of magical games and sports,dprtmnt,sprts,check,PN,"harry_potter,character"
ministry of magic,mnstr,mgc,mm,PN,"harry_potter,character"
bathilda bagshot,bthld,bgsht,bb,PN,"harry_potter,character"
gellert grindelwald,glrt,grndlwld,gg,PN,"harry_potter,character"
katie bell,kt,bl,kb,PN,"harry_potter,character"
chaser,chsr,,,PN,"harry_potter,character"
cuthbert binns,cthbrt,bns,cb,PN,"harry_potter,character"
phineas nigellus black,phns,blck,check,PN,"harry_potter,character"
sirius black,srs,blck,sb,PN,"harry_potter,character"
regulus arcturus black,rgls,blck,check,PN,"harry_potter,character"
sirius black,srs,blck,sb,PN,"harry_potter,character"
amelia bones,ml,bns,ab,PN,"harry_potter,character"
department of magical law enforcement,dprtmnt,nfrcmnt,check,PN,"harry_potter,character"
susan bones,sn,bns,sb,PN,"harry_potter,character"
terry boot,tr,bt,tb,PN,"harry_potter,character"
lavender brown,lvndr,brwn,lb,PN,"harry_potter,character"
gryffindor student,grfndr,stdnt,gs,PN,"harry_potter,character"
dumbledore's army,dmbldr's,rm,da,PN,"harry_potter,character"
ron weasley,rn,wsl,rw,PN,"harry_potter,character"
millicent bulstrode,mlcnt,blstrd,mb,PN,"harry_potter,character"
charity burbage,chrt,brbg,cb,PN,"harry_potter,character"
muggle studies,mgl,stds,ms,PN,"harry_potter,character"
frank bryce,frnk,brc,fb,PN,"harry_potter,character"
riddle family,rdl,fml,rf,PN,"harry_potter,character"
alecto carrow,lct,crw,ac,PN,"harry_potter,character"
amycus carrow,mcs,crw,ac,PN,"harry_potter,character"
defence against the dark arts,dfnc,rts,check,PN,"harry_potter,character"
dark arts,drk,rts,da,PN,"harry_potter,character"
reginald cattermole,rgnld,ctrml,rc,PN,"harry_potter,character"
cho chang,ch,chng,cc,PN,"harry_potter,character"
penelope clearwater,pnlp,clrwtr,pc,PN,"harry_potter,character"
michael corner,mchl,crnr,mc,PN,"harry_potter,character"
"vincent crabbe, sr.", sr.,vncnt crb,v,PN,"harry_potter,character"
vincent crabbe,vncnt,crb,vc,PN,"harry_potter,character"
draco malfoy,drc,mlf,dm,PN,"harry_potter,character"
colin creevey,cln,crv,cc,PN,"harry_potter,character"
dennis creevey,dns,crv,dc,PN,"harry_potter,character"
dirk cresswell,drk,crswl,dc,PN,"harry_potter,character"
goblin liaison office,gbln,fc,check,PN,"harry_potter,character"
"bartemius ""barty"" crouch, sr.", sr.,"brtms ""brt"" crch",b,PN,"harry_potter,character"
department of international magical cooperation,dprtmnt,cprtn,check,PN,"harry_potter,character"
"bartemius ""barty"" crouch, jr.", jr.,"brtms ""brt"" crch",b,PN,"harry_potter,character"
john dawlish,jhn,dwlsh,jd,PN,"harry_potter,character"
fleur delacour,flr,dlcr,fd,PN,"harry_potter,character"
beauxbatons,bxbtns,,,PN,"harry_potter,character"
gabrielle delacour,gbrl,dlcr,gd,PN,"harry_potter,character"
dedalus diggle,dls,dgl,dd,PN,"harry_potter,character"
amos diggory,ms,dgr,ad,PN,"harry_potter,character"
cedric diggory,cdrc,dgr,cd,PN,"harry_potter,character"
triwizard tournament,trwzrd,trnmnt,tt,PN,"harry_potter,character"
elphias doge,lphs,dg,ed,PN,"harry_potter,character"
albus dumbledore,lbs,dmbldr,ad,PN,"harry_potter,character"
antonin dolohov,ntn,dlhv,ad,PN,"harry_potter,character"
fabian prewett,fbn,prwt,fp,PN,"harry_potter,character"
gideon prewett,gdn,prwt,gp,PN,"harry_potter,character"
remus lupin,rms,lpn,rl,PN,"harry_potter,character"
aberforth dumbledore,brfrth,dmbldr,ad,PN,"harry_potter,character"
hog's head,hg's,hd,hh,PN,"harry_potter,character"
albus dumbledore,lbs,dmbldr,ad,PN,"harry_potter,character"
ariana dumbledore,rn,dmbldr,ad,PN,"harry_potter,character"
dudley dursley,dl,drsl,dd,PN,"harry_potter,character"
"marjorie ""marge"" dursley",mrjr,drsl,check,PN,"harry_potter,character"
petunia dursley,ptn,drsl,pd,PN,"harry_potter,character"
vernon dursley,vrn,drsl,vd,PN,"harry_potter,character"
marietta edgecombe,mrt,dgcmb,me,PN,"harry_potter,character"
everard,vrd,,,PN,"harry_potter,character"
arabella figg,rbl,fg,af,PN,"harry_potter,character"
argus filch,rgs,flch,af,PN,"harry_potter,character"
justin finch-fletchley,jstn,fnch-fltchl,jf,PN,"harry_potter,character"
seamus finnigan,sms,fngn,sf,PN,"harry_potter,character"
marcus flint,mrcs,flnt,mf,PN,"harry_potter,character"
nicolas flamel,ncls,flml,nf,PN,"harry_potter,character"
mundungus fletcher,mndngs,fltchr,mf,PN,"harry_potter,character"
filius flitwick,fls,fltwck,ff,PN,"harry_potter,character"
florean fortescue,flrn,frtsc,ff,PN,"harry_potter,character"
cornelius fudge,crnls,fdg,cf,PN,"harry_potter,character"
marvolo gaunt,mrvl,gnt,mg,PN,"harry_potter,character"
merope gaunt,mrp,gnt,mg,PN,"harry_potter,character"
merope,mrp,,,PN,"harry_potter,character"
pleiades,plds,,,PN,"harry_potter,character"
morfin gaunt,mrfn,gnt,mg,PN,"harry_potter,character"
anthony goldstein,nthn,gldstn,ag,PN,"harry_potter,character"
goyle sr,gl,sr,gs,PN,"harry_potter,character"
gregory goyle,grgr,gl,gg,PN,"harry_potter,character"
hermione granger,hrmn,grngr,hg,PN,"harry_potter,character"
gregorovitch,grgrvtch,,,PN,"harry_potter,character"
east european,st,rpn,ee,PN,"harry_potter,character"
fenrir greyback,fnr,grbck,fg,PN,"harry_potter,character"
gellert grindelwald,glrt,grndlwld,gg,PN,"harry_potter,character"
wilhelmina grubbly-plank,wlhlmn,grbl-plnk,wg,PN,"harry_potter,character"
godric gryffindor,gdrc,grfndr,gg,PN,"harry_potter,character"
rubeus hagrid,rbs,hgrd,rh,PN,"harry_potter,character"
rolanda hooch,rlnd,hch,rh,PN,"harry_potter,character"
mafalda hopkirk,mfld,hpkrk,mh,PN,"harry_potter,character"
helga hufflepuff,hlg,hflpf,hh,PN,"harry_potter,character"
angelina johnson,ngln,jhnsn,aj,PN,"harry_potter,character"
lee jordan,l,jrdn,lj,PN,"harry_potter,character"
bertha jorkins,brth,jrkns,bj,PN,"harry_potter,character"
igor karkaroff,gr,krkrf,ik,PN,"harry_potter,character"
viktor krum,vktr,krm,vk,PN,"harry_potter,character"
bellatrix lestrange,bltrx,lstrng,bl,PN,"harry_potter,character"
rabastan lestrange,rbstn,lstrng,rl,PN,"harry_potter,character"
rodolphus lestrange,rdlphs,lstrng,rl,PN,"harry_potter,character"
gilderoy lockhart,gldr,lckhrt,gl,PN,"harry_potter,character"
alice longbottom,lc,lngbtm,al,PN,"harry_potter,character"
augusta longbottom,gst,lngbtm,al,PN,"harry_potter,character"
frank longbottom,frnk,lngbtm,fl,PN,"harry_potter,character"
neville longbottom,nvl,lngbtm,nl,PN,"harry_potter,character"
luna lovegood,ln,lvgd,ll,PN,"harry_potter,character"
xenophilius lovegood,xnphls,lvgd,xl,PN,"harry_potter,character"
remus lupin,rms,lpn,rl,PN,"harry_potter,character"
walden macnair,wldn,mcnr,wm,PN,"harry_potter,character"
draco malfoy,drc,mlf,dm,PN,"harry_potter,character"
lucius malfoy,lcs,mlf,lm,PN,"harry_potter,character"
narcissa malfoy,nrcs,mlf,nm,PN,"harry_potter,character"
diagon alley,dgn,l,da,PN,"harry_potter,character"
olympe maxime,lmp,mxm,om,PN,"harry_potter,character"
ernie macmillan,rn,mcmln,em,PN,"harry_potter,character"
minerva mcgonagall,mnrv,mcgngl,mm,PN,"harry_potter,character"
"alastor ""mad-eye"" moody",lstr,md,check,PN,"harry_potter,character"
thestrals,thstrls,,,PN,"harry_potter,character"
garrick ollivander,grck,lvndr,go,PN,"harry_potter,character"
ollivanders,lvndrs,,,PN,"harry_potter,character"
pansy parkinson,pns,prknsn,pp,PN,"harry_potter,character"
padma patil,pdm,ptl,pp,PN,"harry_potter,character"
parvati patil,prvt,ptl,pp,PN,"harry_potter,character"
peter pettigrew,ptr,ptgrw,pp,PN,"harry_potter,character"
antioch peverell,ntch,pvrl,ap,PN,"harry_potter,character"
cadmus peverell,cdms,pvrl,cp,PN,"harry_potter,character"
ignotus peverell,gnts,pvrl,ip,PN,"harry_potter,character"
irma pince,rm,pnc,ip,PN,"harry_potter,character"
sturgis podmore,strgs,pdmr,sp,PN,"harry_potter,character"
poppy pomfrey,p,pmfr,pp,PN,"harry_potter,character"
school nurse,schl,nrs,sn,PN,"harry_potter,character"
harry potter,hr,ptr,hp,PN,"harry_potter,character"
james potter,jms,ptr,jp,PN,"harry_potter,character"
lily potter,l,ptr,lp,PN,"harry_potter,character"
quirinus quirrell,qrns,qrl,qq,PN,"harry_potter,character"
helena ravenclaw/the grey lady,hln,gr,check,PN,"harry_potter,character"
rowena ravenclaw,rwn,rvnclw,rr,PN,"harry_potter,character"
mary riddle,mr,rdl,mr,PN,"harry_potter,character"
thomas riddle,thms,rdl,tr,PN,"harry_potter,character"
tom riddle sr,tm,sr,check,PN,"harry_potter,character"
lord voldemort,lrd,vldmrt,lv,PN,"harry_potter,character"
demelza robins,dmlz,rbns,dr,PN,"harry_potter,character"
augustus rookwood,gsts,rkwd,ar,PN,"harry_potter,character"
albert runcorn,lbrt,rncrn,ar,PN,"harry_potter,character"
newt scamander,nwt,scmndr,ns,PN,"harry_potter,character"
rufus scrimgeour,rfs,scrmgr,rs,PN,"harry_potter,character"
kingsley shacklebolt,kngsl,shcklblt,ks,PN,"harry_potter,character"
stan shunpike,stn,shnpk,ss,PN,"harry_potter,character"
aurora sinistra,r,snstr,as,PN,"harry_potter,character"
rita skeeter,rt,sktr,rs,PN,"harry_potter,character"
horace slughorn,hrc,slghrn,hs,PN,"harry_potter,character"
salazar slytherin,slzr,slthrn,ss,PN,"harry_potter,character"
hepzibah smith,hpzbh,smth,hs,PN,"harry_potter,character"
zacharias smith,zchrs,smth,zs,PN,"harry_potter,character"
severus snape,svrs,snp,ss,PN,"harry_potter,character"
alicia spinnet,lc,spnt,as,PN,"harry_potter,character"
pomona sprout,pmn,sprt,ps,PN,"harry_potter,character"
pius thicknesse,ps,thckns,pt,PN,"harry_potter,character"
dean thomas,dn,thms,dt,PN,"harry_potter,character"
andromeda tonks,ndrmd,tnks,at,PN,"harry_potter,character"
nymphadora tonks,nmphdr,tnks,nt,PN,"harry_potter,character"
ted tonks,td,tnks,tt,PN,"harry_potter,character"
travers,trvrs,,,PN,"harry_potter,character"
sybill patricia trelawney,sbl,trlwn,check,PN,"harry_potter,character"
dolores jane umbridge,dlrs,mbrdg,check,PN,"harry_potter,character"
emmeline vance,mln,vnc,ev,PN,"harry_potter,character"
romilda vane,rmld,vn,rv,PN,"harry_potter,character"
weasley's wizard wheezes,wsl's,whzs,check,PN,"harry_potter,character"
septima vector,sptm,vctr,sv,PN,"harry_potter,character"
arithmancy,rthmnc,,,PN,"harry_potter,character"
lord voldemort,lrd,vldmrt,lv,PN,"harry_potter,character"
arthur weasley,rthr,wsl,aw,PN,"harry_potter,character"
